0;23427.82733
2;22324.1931753
4;21805.5521781
6;20090.8908723
8;20077.8731162
10;17723.6085091
12;17626.8989494
14;16651.4536988
16;16141.7241036
18;16141.7241036
20;15835.0487352
22;15570.8199784
24;15570.8199784
26;15547.3645827
28;15547.3645827
30;15547.3645827
32;15547.3645827
34;15547.3645827
36;15547.3645827
38;15547.3645827
40;15547.3645827
42;15547.3645827
44;15547.3645827
46;15345.1994233
48;15259.400582
50;15259.400582
52;15259.400582
54;15259.400582
56;15259.400582
58;15259.400582
60;15257.8064755
62;15254.1560246
64;15132.5801285
66;14983.4186757
68;14983.4186757
70;14983.4186757
72;14983.4186757
74;14983.4186757
76;14983.4186757
78;14983.4186757
80;14983.4186757
82;14983.4186757
84;14983.4186757
86;14983.4186757
88;14983.4186757
90;14983.4186757
92;14798.5179697
94;14749.1298214
96;14749.1298214
98;14749.1298214
100;14682.9030997
102;14682.9030997
104;14682.9030997
106;14682.9030997
108;14682.9030997
110;14682.9030997
112;14591.9069773
114;14458.0792065
116;14458.0792065
118;14458.0792065
120;14458.0792065
122;14458.0792065
124;14458.0792065
126;14458.0792065
128;14458.0792065
130;14458.0792065
132;14458.0792065
134;14458.0792065
136;14458.0792065
138;14350.844867
140;14350.844867
142;14350.844867
144;14350.844867
146;14350.844867
148;14350.844867
150;14350.844867
152;14350.844867
154;14350.844867
156;14350.844867
158;14148.277167
160;14148.277167
162;14056.2205112
164;14056.2205112
166;14056.2205112
168;14056.2205112
170;14056.2205112
172;14056.2205112
174;13915.2382316
176;13915.2382316
178;13915.2382316
180;13915.2382316
182;13915.2382316
184;13915.2382316
186;13915.2382316
188;13915.2382316
190;13915.2382316
192;13915.2382316
194;13915.2382316
196;13838.0427034
198;13577.7877631
200;13577.7877631
202;13577.7877631
204;13546.8524418
206;13546.8524418
208;13546.8524418
210;13546.8524418
212;13546.8524418
214;13546.8524418
216;13546.8524418
218;13546.8524418
220;13546.8524418
222;13546.8524418
224;13546.8524418
226;13546.8524418
228;13546.8524418
230;13546.8524418
232;13546.8524418
234;13510.9462177
236;13510.9462177
238;13510.9462177
240;13510.9462177
242;13510.9462177
244;13510.9462177
246;13510.9462177
248;13510.9462177
250;13510.9462177
252;13510.9462177
254;13510.9462177
256;13510.9462177
258;13510.9462177
260;13510.9462177
262;13510.9462177
264;13510.9462177
266;13510.9462177
268;13510.9462177
270;12902.0020488
272;12895.309079
274;12852.0185925
276;12845.3256227
278;12845.3256227
280;12845.3256227
282;12845.3256227
284;12845.3256227
286;12845.3256227
288;12845.3256227
290;12845.3256227
292;12710.5987791
294;12710.5987791
296;12710.5987791
298;12710.5987791
300;12710.5987791
302;12710.5987791
304;12710.5987791
306;12710.5987791
308;12710.5987791
310;12710.5987791
312;12710.5987791
314;12710.5987791
316;12710.5987791
318;12710.5987791
320;12710.5987791
322;12710.5987791
324;12710.5987791
326;12710.5987791
328;12710.5987791
330;12710.5987791
332;12710.5987791
334;12710.5987791
336;12710.5987791
338;12710.5987791
340;12710.5987791
342;12710.5987791
344;12710.5987791
346;12710.5987791
348;12710.5987791
350;12608.672872
352;12608.672872
354;12608.672872
356;12608.672872
358;12608.672872
360;12608.672872
362;12608.672872
364;12608.672872
366;12608.672872
368;12608.672872
370;12597.1244978
372;12597.1244978
374;12597.1244978
376;12597.1244978
378;12597.1244978
380;12597.1244978
382;12597.1244978
384;12597.1244978
386;12597.1244978
388;12597.1244978
390;12597.1244978
392;12597.1244978
394;12597.1244978
396;12597.1244978
398;12597.1244978
400;12597.1244978
402;12597.1244978
404;12597.1244978
406;12597.1244978
408;12597.1244978
410;12597.1244978
412;12597.1244978
414;12597.1244978
416;12597.1244978
418;12597.1244978
420;12597.1244978
422;12597.1244978
424;12597.1244978
426;12490.4400412
428;12490.4400412
430;12490.4400412
432;12490.4400412
434;12490.4400412
436;12490.4400412
438;12490.4400412
440;12490.4400412
442;12490.4400412
444;12490.4400412
446;12490.4400412
448;12490.4400412
450;12490.4400412
452;12490.4400412
454;12490.4400412
456;12490.4400412
458;12490.4400412
460;12490.4400412
462;12490.4400412
464;12490.4400412
466;12490.4400412
468;12490.4400412
470;12490.4400412
472;12490.4400412
474;12490.4400412
476;12490.4400412
478;12490.4400412
480;12490.4400412
482;12490.4400412
484;12490.4400412
486;12490.4400412
488;12490.4400412
490;12490.4400412
492;12490.4400412
494;12490.4400412
496;12490.4400412
498;12490.4400412
500;12490.4400412
502;12490.4400412
504;12490.4400412
506;12490.4400412
508;12490.4400412
510;12490.4400412
512;12490.4400412
514;12490.4400412
516;12490.4400412
518;12490.4400412
520;12490.4400412
522;12490.4400412
524;12490.4400412
526;12490.4400412
528;12490.4400412
530;12490.4400412
532;12490.4400412
534;12490.4400412
536;12490.4400412
538;12490.4400412
540;12490.4400412
542;12490.4400412
544;12490.4400412
546;12490.4400412
548;12490.4400412
550;12490.4400412
552;12490.4400412
554;12490.4400412
556;12490.4400412
558;12490.4400412
560;12490.4400412
562;12490.4400412
564;12490.4400412
566;12490.4400412
568;12490.4400412
570;12490.4400412
572;12490.4400412
574;12490.4400412
576;12490.4400412
578;12490.4400412
580;12490.4400412
582;12490.4400412
584;12490.4400412
586;12490.4400412
588;12444.5410323
590;12444.5410323
592;12444.5410323
594;12444.5410323
596;12444.5410323
598;12444.5410323
600;12444.5410323
602;12444.5410323
604;12444.5410323
606;12444.5410323
608;12444.5410323
610;12444.5410323
612;12444.5410323
614;12444.5410323
616;12444.5410323
618;12444.5410323
620;12444.5410323
622;12444.5410323
624;12444.5410323
626;12444.5410323
628;12444.5410323
630;12444.5410323
632;12444.5410323
634;12444.5410323
636;12444.5410323
638;12444.5410323
640;12444.5410323
642;12444.5410323
644;12444.5410323
646;12444.5410323
648;12444.5410323
650;12444.5410323
652;12444.5410323
654;12444.5410323
656;12444.5410323
658;12444.5410323
660;12444.5410323
662;12444.5410323
664;12444.5410323
666;12444.5410323
668;12190.5104533
670;12190.5104533
672;12190.5104533
674;12190.5104533
676;12190.5104533
678;12190.5104533
680;12190.5104533
682;12190.5104533
684;12190.5104533
686;12190.5104533
688;12190.5104533
690;12163.6219715
692;12163.6219715
694;12163.6219715
696;12163.6219715
698;12163.6219715
700;12153.3529209
702;12153.3529209
704;12153.3529209
706;11974.5101388
708;11974.5101388
710;11974.5101388
712;11974.5101388
714;11974.5101388
716;11974.5101388
718;11974.5101388
720;11974.5101388
722;11974.5101388
724;11974.5101388
726;11882.3741351
728;11882.3741351
730;11882.3741351
732;11882.3741351
734;11882.3741351
736;11882.3741351
738;11882.3741351
740;11882.3741351
742;11882.3741351
744;11882.3741351
746;11882.3741351
748;11882.3741351
750;11882.3741351
752;11882.3741351
754;11882.3741351
756;11882.3741351
758;11882.3741351
760;11882.3741351
762;11882.3741351
764;11882.3741351
766;11882.3741351
768;11882.3741351
770;11882.3741351
772;11882.3741351
774;11882.3741351
776;11882.3741351
778;11882.3741351
780;11882.3741351
782;11882.3741351
784;11882.3741351
786;11882.3741351
788;11882.3741351
790;11882.3741351
792;11882.3741351
794;11882.3741351
796;11762.4276154
798;11762.4276154
800;11762.4276154
802;11762.4276154
804;11762.4276154
806;11762.4276154
808;11762.4276154
810;11762.4276154
812;11762.4276154
814;11762.4276154
816;11762.4276154
818;11762.4276154
820;11762.4276154
822;11762.4276154
824;11762.4276154
826;11762.4276154
828;11762.4276154
830;11762.4276154
832;11762.4276154
834;11762.4276154
836;11762.4276154
838;11762.4276154
840;11762.4276154
842;11762.4276154
844;11762.4276154
846;11762.4276154
848;11762.4276154
850;11762.4276154
852;11762.4276154
854;11762.4276154
856;11762.4276154
858;11762.4276154
860;11762.4276154
862;11762.4276154
864;11762.4276154
866;11762.4276154
868;11762.4276154
870;11762.4276154
872;11762.4276154
874;11762.4276154
876;11762.4276154
878;11762.4276154
880;11762.4276154
882;11762.4276154
884;11762.4276154
886;11762.4276154
888;11762.4276154
890;11762.4276154
892;11762.4276154
894;11762.4276154
896;11762.4276154
898;11762.4276154
900;11762.4276154
902;11762.4276154
904;11762.4276154
906;11762.4276154
908;11762.4276154
910;11762.4276154
912;11762.4276154
914;11762.4276154
916;11762.4276154
918;11762.4276154
920;11762.4276154
922;11704.7664106
924;11704.7664106
926;11704.7664106
928;11700.0416849
930;11699.3907663
932;11699.3907663
934;11699.3907663
936;11699.3907663
938;11699.3907663
940;11699.3907663
942;11699.3907663
944;11699.3907663
946;11699.3907663
948;11699.3907663
950;11699.3907663
952;11699.3907663
954;11699.3907663
956;11699.3907663
958;11699.3907663
960;11699.3907663
962;11699.3907663
964;11699.3907663
966;11699.3907663
968;11699.3907663
970;11699.3907663
972;11699.3907663
974;11699.3907663
976;11699.3907663
978;11695.6582039
980;11695.6582039
982;11695.6582039
984;11695.6582039
986;11695.6582039
988;11695.6582039
990;11695.6582039
992;11695.6582039
994;11695.6582039
996;11695.6582039
998;11695.6582039
1000;11695.6582039
1002;11695.6582039
1004;11695.6582039
1006;11695.6582039
1008;11695.6582039
1010;11695.6582039
1012;11695.6582039
1014;11695.6582039
1016;11695.6582039
1018;11695.6582039
1020;11695.6582039
1022;11695.6582039
1024;11695.6582039
1026;11647.5867631
1028;11647.5867631
1030;11647.5867631
1032;11647.5867631
1034;11647.5867631
1036;11647.5867631
1038;11647.5867631
1040;11647.5867631
1042;11647.5867631
1044;11647.5867631
1046;11647.5867631
1048;11647.5867631
1050;11647.5867631
1052;11647.5867631
1054;11647.5867631
1056;11647.5867631
1058;11647.5867631
1060;11647.5867631
1062;11647.5867631
1064;11647.5867631
1066;11647.5867631
1068;11647.5867631
1070;11647.5867631
1072;11647.5867631
1074;11647.5867631
1076;11647.5867631
1078;11647.5867631
1080;11647.5867631
1082;11647.5867631
1084;11647.5867631
1086;11647.5867631
1088;11647.5867631
1090;11647.5867631
1092;11647.5867631
1094;11647.5867631
1096;11647.5867631
1098;11647.5867631
1100;11647.5867631
1102;11647.5867631
1104;11647.5867631
1106;11647.5867631
1108;11647.5867631
1110;11647.5867631
1112;11647.5867631
1114;11647.5867631
1116;11647.5867631
1118;11647.5867631
1120;11647.5867631
1122;11647.5867631
1124;11647.5867631
1126;11647.5867631
1128;11647.5867631
1130;11647.5867631
1132;11647.5867631
1134;11647.5867631
1136;11647.5867631
1138;11647.5867631
1140;11647.5867631
1142;11647.5867631
1144;11647.5867631
1146;11647.5867631
1148;11647.5867631
1150;11647.5867631
1152;11647.5867631
1154;11647.5867631
1156;11647.5867631
1158;11647.5867631
1160;11647.5867631
1162;11647.5867631
1164;11647.5867631
1166;11647.5867631
1168;11647.5867631
1170;11647.5867631
1172;11489.7243186
1174;11489.7243186
1176;11489.7243186
1178;11489.7243186
1180;11489.7243186
1182;11489.7243186
1184;11489.7243186
1186;11489.7243186
1188;11489.7243186
1190;11489.7243186
1192;11489.7243186
1194;11489.7243186
1196;11489.7243186
1198;11489.7243186
1200;11489.7243186
1202;11489.7243186
1204;11489.7243186
1206;11489.7243186
1208;11489.7243186
1210;11489.7243186
1212;11482.2280457
1214;11482.2280457
1216;11482.2280457
1218;11482.2280457
1220;11482.2280457
1222;11482.2280457
1224;11482.2280457
1226;11482.2280457
1228;11482.2280457
1230;11482.2280457
1232;11482.2280457
1234;11482.2280457
1236;11482.2280457
1238;11482.2280457
1240;11482.2280457
1242;11482.2280457
1244;11482.2280457
1246;11482.2280457
1248;11482.2280457
1250;11482.2280457
1252;11482.2280457
1254;11482.2280457
1256;11482.2280457
1258;11482.2280457
1260;11482.2280457
1262;11482.2280457
1264;11482.2280457
1266;11482.2280457
1268;11482.2280457
1270;11482.2280457
1272;11482.2280457
1274;11482.2280457
1276;11482.2280457
1278;11482.2280457
1280;11482.2280457
1282;11482.2280457
1284;11482.2280457
1286;11482.2280457
1288;11482.2280457
1290;11482.2280457
1292;11482.2280457
1294;11482.2280457
1296;11482.2280457
1298;11482.2280457
1300;11482.2280457
1302;11482.2280457
1304;11482.2280457
1306;11482.2280457
1308;11482.2280457
1310;11482.2280457
1312;11482.2280457
1314;11482.2280457
1316;11482.2280457
1318;11482.2280457
1320;11482.2280457
1322;11482.2280457
1324;11482.2280457
1326;11482.2280457
1328;11482.2280457
1330;11482.2280457
1332;11482.2280457
1334;11482.2280457
1336;11482.2280457
1338;11482.2280457
1340;11482.2280457
1342;11482.2280457
1344;11482.2280457
1346;11482.2280457
1348;11482.2280457
1350;11482.2280457
1352;11482.2280457
1354;11482.2280457
1356;11482.2280457
1358;11482.2280457
1360;11482.2280457
1362;11482.2280457
1364;11482.2280457
1366;11482.2280457
1368;11482.2280457
1370;11482.2280457
1372;11482.2280457
1374;11482.2280457
1376;11482.2280457
1378;11482.2280457
1380;11482.2280457
1382;11482.2280457
1384;11482.2280457
1386;11482.2280457
1388;11482.2280457
1390;11482.2280457
1392;11482.2280457
1394;11482.2280457
1396;11482.2280457
1398;11482.2280457
1400;11482.2280457
1402;11482.2280457
1404;11482.2280457
1406;11482.2280457
1408;11482.2280457
1410;11482.2280457
1412;11482.2280457
1414;11482.2280457
1416;11482.2280457
1418;11482.2280457
1420;11482.2280457
1422;11482.2280457
1424;11482.2280457
1426;11482.2280457
1428;11482.2280457
1430;11482.2280457
1432;11482.2280457
1434;11482.2280457
1436;11482.2280457
1438;11482.2280457
1440;11482.2280457
1442;11482.2280457
1444;11482.2280457
1446;11482.2280457
1448;11482.2280457
1450;11482.2280457
1452;11482.2280457
1454;11482.2280457
1456;11482.2280457
1458;11482.2280457
1460;11482.2280457
1462;11482.2280457
1464;11482.2280457
1466;11482.2280457
1468;11482.2280457
1470;11482.2280457
1472;11482.2280457
1474;11482.2280457
1476;11482.2280457
1478;11482.2280457
1480;11482.2280457
1482;11482.2280457
1484;11482.2280457
1486;11482.2280457
1488;11482.2280457
1490;11482.2280457
1492;11482.2280457
1494;11482.2280457
1496;11482.2280457
1498;11482.2280457
1500;11482.2280457
1502;11482.2280457
1504;11482.2280457
1506;11482.2280457
1508;11482.2280457
1510;11482.2280457
1512;11482.2280457
1514;11482.2280457
1516;11482.2280457
1518;11482.2280457
1520;11482.2280457
1522;11482.2280457
1524;11482.2280457
1526;11482.2280457
1528;11482.2280457
1530;11482.2280457
1532;11482.2280457
1534;11482.2280457
1536;11482.2280457
1538;11482.2280457
1540;11482.2280457
1542;11482.2280457
1544;11482.2280457
1546;11482.2280457
1548;11482.2280457
1550;11482.2280457
1552;11482.2280457
1554;11482.2280457
1556;11482.2280457
1558;11482.2280457
1560;11482.2280457
1562;11482.2280457
